textOriginal,textPreprocessed,class
"Oh ok�I'm watching here:) I know what to do","� know ok :) oh watch",0
"Congratulations, Your entry into our contest last month made you a WINNER! Goto http://www.apple.com.text.won.com�to claim your prize! You have 24 hours to claim",", ! ! month prize claim claim hour make last 24 congratulation entry winner goto",1
"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",". ! ! ! call : award £ prize 2nd urgent bonus contact mobile caller attempt 2,000",1
"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your","1 . . . 2 3 u u u u u get get like stop : love angry "" name listen song",0
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd ",". , another go + / customer prize & 150p 18 c t min ltd",1
"Yes:)here tv is always available in work place..",".. :) yes work always available place tv",0
"Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528",". . . reply log stop call / customer c credit care opt discount voucher w onto",1
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",".. u u ... tell person ! ! ! :-) :-) love "" always ever ever gud nyt green vry quote express cartoon",0
"Go chase after her and run her over while she's crossing the street","go 's run chase she street",0
"U coming back 4 dinner rite? Dad ask me so i re confirm wif u...","? 4 come u u back wif ... re confirm ask rite dad dinner",0
"How are you. Just checking up on you",". up just check",0
"Ok then i will come to ur home after half an hour..is that fine?","? .. come home ok ur half hour fine",0
"Can you do a mag meeting this avo at some point?","? meeting point",0
"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...","4 u u , , , , ... ... ... wat 's den dun work ya b ah tmr onwards liao somebody gd waitin ex treat frm",0
"Don no da:)whats you plan? Let mw know�","? � know da :) let don plan",0
"Ya it came a while ago","come ya ago",0
"For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.",". thing even many",0
"Aight I'll grab something to eat too, text me when you're back at mu",", back text eat aight something mu",0
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",". , , , , feel love love life decide decision less",0
"Hey they r not watching movie tonight so i'll prob b home early...","home ... r hey early b tonight watch prob movie",0
"Ok.",". ok",0
"Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 6200992462 Your Paytm A/C will block within 24hr Thank you.",". ( ) / customer office thank c dear paytm paytm paytm kyc block 6200992462 ph suspend pay-tm 24hr",1
"FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline",". . free free please refund call call : bill number msg mobile landline charge bt mistake",1
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",". 4 reply , , send + ! / win txt apply day > pound info 150p chance 16 100 cash cost six 87575 hl",1
"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",". . , still say : orange orange bill bill expect letter",0
"Dear got bus directly to calicut","get dear bus directly",0
"NO GIFTS!! You trying to get me to throw myself off a cliff or something?","? get ! ! off try something myself throw",0
"Oh great. I.ll disturb him more so that we can talk.",". .. talk ll great oh disturb",0
"25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.",". . . 2 4 ur ur tell 's : txt tone need poly mob 8007 charity charity charity song polys children zed 25p moon 08701417012 profit",1
"Okie�wonderful!!","� ! ! wonderful okie",0
"But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.","1 . . . eat yesterday many always pizza diet diet ugh",0
"I cant wait to see you! How were the photos were useful? :)","? :) ! photo wait",0
"No. On the way home. So if not for the long dry spell the season would have been over",". . home way long season dry spell",0
"Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.",". . . . reply know tell call work least problem problem dear hi urgnt",0
"It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.",". . stay stop every give someone able itself",0
"Want to send me a virtual hug?... I need one","? send ... need hug",0
"HELLO PEACH! MY CAKE TASTS LUSH!","! ! hello cake",0
"I can. But it will tell quite long, cos i haven't finish my film yet...",". , quite co ... tell have n't yet long finish film",0
"Wif my family booking tour package.",". wif book package tour family",0
"Finish already... Yar they keep saying i mushy... I so embarrassed ok...","ok already ... ... ... say keep finish yar",0
"Well I'm going to be an aunty!","go ! well",0
"Please call our customer service representative on 7679046492 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.7,00,000. FL1PKART TEAM",". please call rs. guarantee customer prize service team fl1pkart w0n representative 10am-9pm cash 7679046492 7,00,000",1
"Why did I wake up on my own &gt;:(","up wake & ; gt why :( own",0
"If you are not coughing then its nothing","nothing",0
"K..k:)where are you?how did you performed?","? ? .. :) k k perform",0
"I told that am coming on wednesday.",". come tell wednesday",0
"Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D","free call / / orange - & b min price double txts motorola sonyericsson mobileupd8 08000839402 tooth 1/2 linerental",1
"Reduce Upto 6 Kgs in 30 Days with *ORIGINAL SAUNA SLIM BELT* MRP 1499 Com Direct Price 750 Book today & Get Acupressure Mat Free! For Booking Sms: SLIM to 57333","6 free get sm ! : upto * * 750 today & day book book price direct original sauna slim slim belt 30 reduce",1
"Nt yet chikku..simple habba..hw abt u?","? simple .. .. u yet nt hw abt chikku",0
"Welp apparently he retired","apparently",0
"U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Cust care 07821230901",". . . u u r call think special cust care secret admirer reveal 09065174042 opt 07821230901",0
"LOL that would be awesome payback.",". lol awesome",0
"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",". . . reply , stop stop ( ) term tone tone far "" "" club club po box cost",1
"You getting back any time soon?","? back get time soon",0
"Great. Have a safe trip. Dont panic surrender all.",". . . great safe trip",0
"Ya tel, wats ur problem..",".. , ur tel problem ya wats",0
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ","? . 2 u u u u , wen sure luv wkend nice charge fone ad lookin 2mrw",0
"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?","? 2 u , stop call ill bad k wont address eh 2mrw",0
"Nope... Juz off from work...","... ... work off juz nope",0
"Do you know when the result.",". know result",0
"Last Chance! Claim ur £350 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ.",". , , ur ! ! ! ! text £ offer 350 claim today last chance shop t mobile discount voucher worth cs pobox84 85023 savamob savamob m263uz",1
"	Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324",". 2 ... stop ! ( text ) call call / photo & service b b happy 10p chat min gay 08712460324 upload 08718730666",1
"URGENT! Your Mobile number has been awarded with a INR.2,00,000 prize GUARANTEED. Call 8536074310 from land line. Claim 3030. Valid 12hrs only",". . . . ! call award prize number claim urgent land line mobile inr guaranteed 3030 valid 12hrs 2,00,000 8536074310",1
"That sucks. I'll go over so u can do my hair. You'll do it free right?","? . . free u go right hair suck",0
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",". . 4 up , guy stop ( text ) call call / / feel just 10p 10p min min gay 08712460324 hungry hungry",1
"I jokin oni lar.. Ü busy then i wun disturb ü.",". .. ü ü lar busy wun disturb oni",0
"K.i will send in  &lt;#&gt;  min:)","send :) & & ; ; lt # gt min",0
"He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes","up he 's every off shit arm really minute five throw fact",0
"SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY",". u back ! : wk - tone tone gr8 service 1000 enjoy credit kick weekly cost choose",1
"Ok thanks..dats wonderful�",".. � ok thanks wonderful",0
"Yup... I havent been there before... You want to go for the yoga? I can call up to book","? up go ... ... call yup book havent yoga",0
"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ","reply reply .. u u workin , , get ur ... ... ... ... ... time c always ah fast first huh dunno lucky y abt ex aiyo gee",0
"Ü go home liao? Ask dad to pick me up at 6...","? 6 up home pick go ... ü ask dad liao",0
"Dear i have reache room","dear room",0
"Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7679046492 Your Paytm A/C will block within 24hr Thank you.",". ( ) / customer office thank c dear paytm paytm paytm kyc block ph 7679046492 suspend pay-tm 24hr",1
"It certainly puts things into perspective when something like this happens","thing like happen something",0
"Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)",". :) ! hard thats cool sometimes slow gentle",0
"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......","? reply .. , , good night give give "" "" "" d god lovely hurt tree wonderful little ...... child stone",0
"O. Guess they both got screwd","get guess",0
"n 45days Reduce Fat(8 Inch)use*SAUNA SLIM BELT*(650) VIBRATION BELT(999) NCR(50Rs Extra)+Free YOKO Call Now:9268250573/931130487","8 free + ( ( ( ( ) ) ) ) call : * * n inch extra fat sauna slim belt belt ncr reduce",0
"Ok going to sleep. Hope i can meet her.",". . hope ok go sleep meet",0
"I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?","? 2 u u ! show wont hour believe walk c t care y  serious",0
"You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99",". . . . . . . ! call award £ delivery t 16 camera landline 150ppm cs p p digital sipix",1
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!","? . , know go good ! ! love wake think fine sexy always happy wish afternoon first job search",0
"We stopped to get ice cream and will go back after","back get go stop cream ice",0
"I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you",". message hear love just day miss record left listen sound voice",0
" All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..","1 . . 2 .. .. , even ... tell : & amp ; wont sit sit make make "" d hurry start bt dey move dat aftr student student askd wer wer wer plane plane confidence",0
"todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award",". please ( ) call award award £ £ end vodafone 350 350 todays number number select receive match claim last four",1
"Welcome to Paytm payment bank your re verification done successful in your wallet get 1205 cashback click in link and login your paytm http://7e4d6417.ngrok.io/paytm","payment get re welcome paytm paytm click link login bank wallet",1
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",". 2 2 4 6 7 simple , ! ( v give goal goal min pass score",1
"Dear V0DAF0NE Customer,You are a 5,00,000 winner of Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 6200992462 Now! ",", , ! ! call customer prize claim final contact dear caller attempt guaranteed winner 6200992462 5,00,000 v0daf0ne",1
"God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8",". . . u ur ... 's 's 's 's ! ! power love always life god god god god gud ni8 limit blessing",0
"No need lar i go engin? Cos my sis at arts today...","? go ... today cos need lar art",0
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They dont know that Iam addicted to my sweet Friends..!! ",".. , , know ... ! ! think msg bcoz wrong people iam iam sweet friends",0
"Dont talk to him ever ok its my word.",". talk ok ever word",0
"Today my system sh get ready.all is well and i am also in the deep well",". get well well today ready system deep",0
"Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers","1 . . . 4 reply free get ! show offer just & & village village c c c t wkend sony film med",1
"I am going to film 2day da. At 6pm. Sorry da.",". . . sorry go da da film 2day",0
"I will spoil you in bed as well :)",":) well bed spoil",0
"Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe","? ? ? . still get go good wake day walk miss babe afternoon boytoy police",0
"cmon babe,  Txt me your fantasy now babe -) need you now. All replies cost £1.50. 2 cancel send STOP",". . 2 reply , send stop ) £ txt - need babe babe cancel 1.50 fantasy cost",1
"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit",""" "" shit smoke smoke people wylie ruin",0
"Cold. Dont be sad dear",". sad dear cold",0
"Hi.:)technical support.providing assistance to us customer through call and email:)",". . email :) :) call customer hi support provide technical",0
"Cos darren say ü considering mah so i ask ü...","darren ... say ü ü ask cos mah consider",0
"Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?","? ? . . go ü ü ü wana ah yun btw",0
"S now only i took tablets . Reaction morning only.",". . take morning s",0
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",". . . . . 2 , , , ur r ! ! call game mate mobile wid music play congrats yours 150pm 3g videophones videochat java dload noline rentl ip4 5we",1
"	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0905809458","2 u look ur r * think make contact secret admirer reveal u-find special-call",1
"I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.",". . . come u u go look darren wat say shopping tot cos sim jus nice course player outside mp3",0
"Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.",". . . another get already just yesterday sit lol yep",0
"Discussed with your mother ah?","? ah mother discuss",0
"Haha... Hope ü can hear the receipt sound... Gd luck!","hope ... ... hear ! haha ü sound luck gd receipt",0
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU","? . 2 u know ! call ask guess service contact dating someone reveal po",1
"Thats cool! I am a gentleman and will treat you with dignity and respect.",". ! thats cool treat respect",0
"Well she's in for a big surprise!","'s ! well big surprise she",0
"Yes i thought so. Thanks.",". . yes think thanks",0
"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? It's enough today.","? . talk , home go today k stuff enough to soon tonight anymore",0
"This phone has the weirdest auto correct.",". phone correct weird",0
"Mm feeling sleepy. today itself i shall get that dear",". get mm feel today shall dear itself",0
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS","1 . , , stay ! ! call £ - 350 select claim top holiday 250 nothing worth hotel london",1
"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468","? . . , send stop stop say sm ! ! ! : 62468 hello post "" "" want cool hi hi seem ac",1
"Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL",". send go ur ur / / / - msg 500 pound 86688 150p hg suite342/2lands row w1j6hl currently cash-balance maximize cash-in cc 08718720201",1
"Id onluy matters when getting on from offcampus","get id matter",0
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!","? . . . . . . . . . . . . 4 5 .. come u , , , , , , forget even ok go go go ... ... week story man ! ! ! ! ! mind invite feel - work kid sad last special sexy sed wait happy ' ' ' ' ' ' ' ' ' ' ' ' ' n n n wish wish wid lunch lunch enter minute parent parent pa apartment scream surprise sofa friends askd wife wife b'day b'day did'nt colleagues cake cabin boss bedroom mood",0
"Lol u still feeling sick?","? u still feel lol sick",0
"How is your schedule next week? I am out of town this weekend.","? . weekend week next town",0
"We have received a request from you for purchasing Paytm Payments Bank FASTag. Total amount to be paid is Rs 250/- (Tag Cost Rs. 100 Security Deposit Rs. 0, Threshold -Rs. 150). In case of any queries, please contact us at https://m.paytm.me/fastag-help",". . , , please ( ) / rs. rs. rs. - - 150 receive contact 250 paytm 100 pay total rs purchase bank cost tag amount case request security 0",1
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",". 4 , , please ! call £ * 150 holiday & urgent 1000 t landline del cash cs await collection sae costa sol complimentary ppm",1
"Haha get used to driving to usf man, I know a lot of stoners",", know get man haha drive lot usf",0
"S.s:)i thinl role is like sachin.just standing. Others have to hit.",". . . like :) just hit others stand role",0
"Hey! Congrats 2u2. id luv 2 but ive had 2 go home!",". 2 2 home go ! ! id hey luv congrats",0
"I came hostel. I m going to sleep. Plz call me up before class. Hrishi.",". . . . up come go call sleep class plz m hostel",0
"Total video converter free download type this in google search:)","free :) download video type google search total",0
"I not at home now lei...","home ... leu",0
"Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway","? anyway ! shall keep joke wine i bring bring 'll",0
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL","u u u u , , , know hold ... call love love love find just let why u. thats bcoz bslvyl yourself fall fall search force",0
"	Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly","? . free stop stop ! call call call / : : : : wk txt txt help freemsg unlimited unlimited activate",1
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",". . , late go think class night need miss last don t friday probably wednesday test especially school fail",0
"A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611",". pick ! call £ £ customer computer just receive waiting mobile reward reward randomly xmas 400 400",1
"Hi dear we saw dear. We both are happy. Where you my battery is low",". . happy dear dear hi battery low",0
"Remember to ask alex about his pizza","ask alex remember pizza",0
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. ",". . . 4 , ! ! feel special happy ' ' ' ' lunch enter pa askd b'day cabin boss",0
"Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..",".. .. like tell ü ü number smth clear",0
"She's good. How are you. Where r u working now",".. u r good 's work she",0
"Nothing, i got msg frm tht unknown no..",".. , get msg nothing tht frm",0
"At home watching tv lor.",". home lor watch tv",0
"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8","u get get good think think "" "" "" "" ni8",0
"Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..",".. .. .. full ya yet black weak",0
"Nah man, my car is meant to be crammed full of people",", man mean car full people nah",0
"Ok thanx... Take care then...","ok ... ... take care thanx",0
"I will be outside office take all from there","take office outside",0
"K, can that happen tonight?","? , k happen tonight",0
"Did you see that film:)",":) film",0
"Just arrived, see you in a couple days &lt;3","3 , just & ; day lt arrive couple",0
"HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...","? ? get ... ... ! : show love & amp ; leave hard someone evening hurt .... true express",0
"SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!","? ? ? ? . 4 u u back r good man ! ! ! wk ill mate msg c b th random",0
"Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....","... mean same .... .... allah",0
"Im good! I have been thinking about you...","... good ! think",0
"Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...","u thk go ur ... ... ... ... ... e den second msg enjoy sound option yan jiu gee tuition",0
"Hey i'm bored... So i'm thinking of u... So wat r u doing?","? u u ... ... wat r think hey bore",0
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,".. .. ... ! ! ! "" "" "" "" happen drive finally drink cheap aftr beer",0
"I want to be there so i can kiss you and feel you next to me","feel next kiss",0
"If you're thinking of lifting me one then no.",". think",0
"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)","? ? ? . .. u , hold ur feel :-) think boy walk run c n d wana hand park gal away gn prince jst",0
"Cancel cheyyamo?and get some money back?","? ? back get cancel money",0
"Convey my regards to him�all the best..",".. � good convey regard",0
"Yeah, we can probably swing by once my roommate finishes up with his girl","up , girl swing roommate finish yeah probably once",0
"Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.",". . . . send please right actually hair want to pic lol yourself something",0
"Also track down any lighters you can find","find down track",0
"Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1","opinion ? . . time friend guess write wait first create read page",1
"I hope your pee burns tonite.",". hope burn tonite",0
"No problem. How are you doing?","? . problem",0
"	Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804","? . . 2 reply up free get stop ! single summer summer txt just sexy join yr chat finally fancy optout area flirt",1
"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",".. .. .. come :) good ; day mean "" "" "" "" "" "" dead word goodmorning king",0
"I plane to give on this month end.",". month end give plane",0
"Can ü call me at 10:10 to make sure dat i've woken up...","up ... call ü wake make sure dat",0
"	Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.",". . free forget call many wish place information request",1
"Where is it. Is there any opening for mca.",". . open",0
"I'm going out to buy mum's present ar.",". go buy 's ar mum present",0
"Honey boo I'm missing u.",". u honey miss boo",0
"Ok try to do week end course in coimbatore.",". ok week end try course",0
"Oh ok no prob..",".. ok oh prob",0
"Yes. Nigh you cant aha.",". . yes aha",0
"As a registered optin subscriber ur draw 4 £100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts","4 ur £ correct register 100 gift voucher draw enter an receipt no1 80062 subscriber",1
"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight","2 know 's & & ; ; $ lt # gt special "" doin tonight pizza",0
"Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd","? .. u today day sister brother lover accept accept",0
"07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow",". reply free free please re sm + call call - - delivery tomorrow msg try mobile 08000930705 camcorder = nokia",1
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Activate call customer care for help 6200992462 now.",". . , call : customer customer just help due dear care block card system upgrade atm atm de-activated 6200992462 activate",1
"Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)",".. .. .. follow :) feel & & amp amp ; ; day morning part always happy happy happy life yourself finally slowly",0
"No. I.ll meet you in the library",".. ll meet library",0
"Not directly behind... Abt 4 rows behind ü...","4 ... ... ü row abt directly behind behind",0
"No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)",". .. send message like da da :) :) :) believe don always stupid",0
"Dude just saw a parked car with its sunroof popped up. Sux",". up dude just car see park pop",0
"Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com","u send send message text : : : * * * * * number miss miss name thats everything date y fullonsms.com lot via missing missing missing missing",0
"K. Did you call me just now ah?","? . call just k ah",0
"We regret to inform you that your NAB card is now locked. To unlock please update security details at http://www.nabmobile",". please card detail update inform lock regret security",1
"NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!",". good ! ! nite",0
"Sorry . I will be able to get to you. See you in the morning.",". . . sorry get morning able",0
"Hello! Good week? Fancy a drink or something later?","? ? late week good ! hello something drink fancy",0
"You will be in the place of that man","man place",0
"did u get that message","u message get",0
"Its ok chikku, and its my 1 of favourite song..:-)","1 .. , ok :-) chikku song",0
"I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.",". . . . still go work night last nobody exhaust everything close school",0
"Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids .",". . . forget week kid last n wish parent wife b'day did'nt",0
"Hi Dev Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem.. Wating for your reply.",". . . reply .. know call work problem problem hi urgnt",0
"What you need. You have a person to give na.",". . person need give na",0
"Yes baby! We can study all the positions of the kama sutra ;)","yes ! study baby ;)",0
"No:-)i got rumour that you going to buy apartment in Mumbai�","� get go buy :-) apartment",0
"SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.",". . tell right seriously exact",0
"Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola",". . . sir hope yesterday enjoy thanks wonderful",0
"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you","? , , know go ... ... ! love love well think day wow wonder miss barely stand",0
"I have printed it oh. So  &lt;#&gt;  come upstairs",". come oh & & ; ; lt # gt print",0
"Also remember the beads don't come off. Ever.",". . come off remember ever",0
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",". . free , call select service add welcome mobile specially train o2",1
"I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin",". . come know get get 's just need sweet hotel english",0
"What about this one then.",".",0
"Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.",". . . . u great know know like r good 's person love just getting life god wonderful wonderful yours worried",0
"AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.",". 2 u hope go ! ! hey work luv ah xxx poor baby sn careful spk",0
"My life Means a lot to me, Not because I love my life, But because I love the people in my life�.",". � , , love love mean life life life people lot",0
"Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max","2 2 u ticket call £ guarantee claim claim & c row congratulation gift ts cs cost vip",1
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",". . , please call : delivery customer service announcement try make recently unable re-schedule ref",1
