textOriginal,textPreprocessed,class
"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well.","? ? . up , hope already go go ... ... ! * * love love well day miss babe everything kiss",0
"LOL ... No just was busy","... just busy lol",0
"XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only",". . ! call win £ show prize prize todays try contact land line u. draw draw 2000 guaranteed valid 12hrs xmas",1
"The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...",".. .. .. u ... story month love & amp ; msg wish peace xmas xmas xmas xmas hav merry jesus ahead miracle bless",0
"Not yet chikku..wat abt u?","? .. u wat yet abt chikku",0
"You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!",". ! call customer important service announcement freephone 0800 542 0578",1
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!","1 . 4 free , , get ! game new > hit link crazy themob",1
"I am waiting for your call sir.",". sir call wait",0
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",". . up , already ... ... hello love just wake bed miss wish cuddle boytoy geeee",0
"Do we have any spare power supplies","power supply",0
"Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. GOOD MORNING",". u u get r r good hear : o morning always live dear dear dear friendship near cheer tear",0
"Ü comin to fetch us oredi...","... ü oredi fetch comin",0
"NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?","? . 6 get + shall uni house bus",0
"Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train","2 ur save think n red green black train",0
"Sday only joined.so training we started today:)",":) today start",0
"Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.",". . . phone pc wap wap monthly password",1
"Yeah so basically any time next week you can get away from your mom &amp; get up before 3","3 up get get week time next & amp ; yeah mom away basically",0
"I gotta collect da car at 6 lei.",". 6 get da collect car to leu",0
"Good night my dear.. Sleepwell and sweet dreams",".. good night dream dear sweet",0
"What time you thinkin of goin?","? time goin thinkin",0
"Your work is perfect!","! work perfect",0
"LOL what happens in Vegas stays in vegas","stay happen lol",0
"Much better now thanks lol","good lol thanks",0
"Watching ajith film ah?","? ah watch film",0
"Okie.. Thanx..",".. .. thanx okie",0
"Congratulation! Your Mobile No was selected as a winner of E2000.000.00 on EURO-MEGA DRAW with Draw number EU-0906767 Email robertdep34@gmail.com�for claims","� email ! number select mobile congratulation draw draw winner",1
"	88800 and 89034 are premium phone services call 08718711108","call phone service",0
"Thanx a lot...","... thanx lot",0
"Yup","yup",0
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?","? , get go just chance nature money gas grand",0
"How do you guys go to see movies on your side.",". guy go side movie",0
"Moji i love you more than words. Have a rich day",". love day word moji",0
"U reach orchard already? U wan 2 go buy tickets first?","? ? 2 u u ticket already wan go buy orchard first reach",0
"Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear",".. return day many many happy happy dear dear d birthday heart sweet",0
"Thanks for ve lovely wisheds. You rock",". rock thanks lovely ve",0
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays...Gud mrng",". come , another like ... end way night day morning smile special gud mrng sunny ray",0
"Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)","? . . :) year week new next ready meet plan brother spend family spoil",0
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",". . , get ... number somewhere",0
"Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min","? ! / ring min 20p sec cost sex 30",1
"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",". . , , , , , know know r wear t wot people belt shirt",0
"32  am I think? Should say on syllabus","? say think 32",0
"Then what about further plan?","? far plan",0
"Thank You meet you monday","meet thank monday",0
"Which channel:-):-):):-).",". :) :-) :-) :-)",0
"Ta-Daaaaa! I am home babe, are you still up ?","? up , home still ! babe",0
"Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go",". go re wherever many happy enjoy wish congratulation moment mo",0
"No let me do the math. Your not good at it.",". . good let",0
"The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.",". . . . 2 u get thk wan go e e dun top n same liao lazy short",0
"Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx","? go lady break think need don t alone want to  baby crazy mite",0
"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",", ! ! ! ! call win £ * * * * * * * * * * * * * * * prize number 2nd urgent bonus mobile 2000 caller 150ppm attempt reach asap box",1
"Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!",". ! mind friend think n't n't give wot fly mine do do",0
"So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.",". . say man ! just hi canada abi teach",0
"What part of ""don't initiate"" don't you understand","part "" "" understand",0
"I love ya too but try and budget your money better babe. Gary would freak on me if he knew",". know good love freak try babe ya money budget",0
"I sent your maga that money yesterday oh.",". send oh yesterday money",0
"Aaooooright are you at work?","? work",0
"No my mum went 2 dentist.",". 2 go mum",0
"	Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030","? free free u entitle co late r ! call month mobile mobile mobile update update colour camera 08002986030 11",1
"I'm really sorry I lit your hair on fire","sorry hair really fire",0
"That's cool, I'll come by like  &lt;#&gt; ish","come , like 's & & ; ; lt # gt cool that ish",0
"Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!","! ! well dead nearly forever",0
"HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won.  Play Now! Send HMV to 86688 More info:www.100percent-real.com",". send ! : win hmv hmv hmv bonus special 500 pound vouchers 86688 info play",1
"See the forwarding message for proof","message forward proof",0
"XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867",". 2 free ! ! ! lady : info nichols paris",1
"Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-6299257179 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.",". . . customer customer expire immediately thank contact dear paytm paytm paytm kyc care account block 24 hr. team",1
"SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE",". pls stop sm text help service credit charge extra login unsubscribe inclusive www.comuk.net 3qxj9 08702840625",1
"Da is good good player.why he is unsold.",". . da good good why player unsold",0
"Turns out my friends are staying for the whole show and won't be back til some time , so feel free to go ahead and smoke that worth  worth","free , back stay go time friend show feel turn worth worth smoke whole til ahead",0
"My drive can only be read. I need to write",". need write drive read",0
"Midnight at the earliest","early midnight",0
"Sorry, I'll call later..have to go somewhere..",".. .. , sorry late go call somewhere",0
"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*","? ? . . up online online , go ... ... good * * love wake day boy early grin wait afternoon hmmm italian",0
"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.10,00,000 prize GUARANTEED. Call 8536074310. Claim Code K52. Valid 12hrs only. ",". . . . . , weekend ! call show rs. customer prize claim code urgent try last contact dear draw guaranteed valid 12hrs fl1pkart w0n 8536074310 k52",1
"moneycontrol.com now on your BlackBerry! Get stock quotes,  track your portfolio,  watch LIVE TV & more.Get the FREE app at http://m.moneycontrol.com/MoM",". free , , get get ! app & live watch tv track quote blackberry stock",1
"Yes:)here tv is always available�","� :) yes always available tv",0
"We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now","reply reply free re sm + text call call 750 try mobile video min 08000930705 camcorder unlimited",1
"Free Top ringtone -sub to weekly ringtone-send SUBPOLY to 81618-?3 per week-stop sms-08718727870","? 3 free - - top subpoly 81618 per weekly ringtone sub week-stop sms-08718727870",1
"New TEXTBUDDY Chat 2  guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl",". . 2 2 2 4 free guy ur stop txt new just receive name chat search area 25p postcode",1
"Thanks, I'll keep that in mind",", mind keep thanks",0
"When you just put in the + sign, choose my number and the pin will show. Right?","? . , + right show just number put sign choose pin",0
"DUETO THE CENTRAL BANK DIRECTIVE WITH REGARDS TO BVN UPDATE,YOUR ATM CARD HAS BEEN DE-ACTIVATED,TO RE-ACTIVATE CALL CUSTOMER CARE ON 08125000070",", , re-activate call customer care card atm de-activated update bank",1
"Sorry, I'll call later at night",", sorry late call night",0
"En chikku nange bakra msg kalstiya..then had tea/coffee?","? .. / msg coffee chikku tea",0
"Probably not, I'm almost out of gas and I get some cash tomorrow",", get tomorrow almost probably cash gas",0
"God picked up a flower and dipped it in a DEW, lovingly touched it which turned into YOU, and the he gifted to me and said,THIS IS YOUR LOVE","up , , , pick turn love gift god touch flower",0
"Are you driving or training?","? drive",0
"I have lost 10 kilos as of today!","! 10 today lose",0
"K.k.how is your business now?","? . business k.k",0
"Ok.ok ok..then..whats ur todays plan..can we be together?","? . .. ok ok ok ur todays plan .... together",0
"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",".. .. , drive ;-) baby :-d",0
"	We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now","reply reply free re sm + text call call 750 try mobile video min 08000930705 camcorder unlimited",1
"Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.",". even single time hey meet see situation till dint",0
"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",". . . . 2 come , , , , home know get go go anything time break need need need miss give b always ' want to to lead few til til movie midnight",0
"Sorry, I'll call later�.message me if urgent�",". � � , message sorry late call urgent",0
"Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?","? go food ! oh way tonight meal",0
"U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days Helpline 08706091795","3 u good £ 10 day per service mobile uk content subscribe helpline",1
"Please da call me any mistake from my side sorry da. Pls da goto doctor.",". . pls please sorry da da da call side doctor mistake goto",0
"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)","1 .. come , :-) day enjoy worry big til party vl",0
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs","2 , , ur ! ! ! / / / / invite txt night 86688 150p chat chat suite342/2lands row w1j6hl ldn hi xchat lucky",1
"No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info","1 . . . 4 reply free get ur ur week tell ! ! 1st / friend every txt just tone tone tone polyphonic 150p 16 mob 87575 hl txtin",1
"Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...","2 u u pick lor go darren ... ... oso ask meet haf n tmr lect",0
"Webpage s not available!","! s available",0
"8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity",". . 2 4 ur ur tell 's : txt tone need poly mob 8007 8007 charity charity charity song polys children zed 25p moon 08701417012 profit",1
"Come by our room at some point so we can iron out the plan for this weekend","come weekend plan point room",0
"it to 80488. Your 500 free text messages are valid until 31 December 2005.",". . free message text 500 valid december",1
"He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?","? . . . 4 still get lor lor ... ... buy hear neva neva ü aft work sad tmr tmr lunch lunch ar leu hee lot fr meetin",0
"This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again!","? . thing ! wont again joke ever master",0
"YO YO YO BYATCH WHASSUP?","? yo yo yo",0
"Sorry da thangam, very very sorry i am held up with prasad.",". up , sorry sorry hold da",0
"Rental  Helpline  9999991155 1000-100, 000 sq.ft. In Noida & Gr.Noida  OFFICE & INDUSTRIAL Use Goldenberg estates pvt.ltd. sandeep@goldenberg.in 999 999 1155",". , & & office noida noida rental helpline",1
"I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now",". . . . . . . come back get ok go call oh work yay to alright everything yeah cheer money thursday school",0
"I donno if they are scorable","",0
"Yes princess! I want to please you every night. Your wish is my command...",". please ... yes ! every night wish princess",0
"Wishing you a wonderful week.",". week wish wonderful",0
"Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.",". . . . . . . . come ll sorry get wat r person right right right call take ill just morning give shop care happen able friday thats basic currently til deliver guide medical medical insurance insurance insurance major",0
"How much is blackberry bold2 in nigeria.",". blackberry nigeria",0
"Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?","? late ! eat want to",0
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",". . . . . . up sir , great please hope late speak good 's 's month month month end feel well help & & ; ; $ wont day lt # gt askin why thank give evening able want yourself nice something charge charge that everything pay pay pay few notice bring cost past rent ahead",0
"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night",". . . . . 2 up up , , r good time : find find wake & & amp amp ; ; night early early "" wait ' ' jus d d d once sea nt pass mrng mrng tht sun rise dark moral stone stone woke",0
"alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...",". . . get ... sleep night try enjoy alright thanks advice",0
"I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.",". . . payment sorry just way make",0
"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",". . . . pls , great know hope guy call love day miss miss give l8r big especially malaria",0
"BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary",". . u alert + ! call computer 150 select # 18 mobile voucher landline 150ppm big cash ntt bt brother po box cost vary",1
"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",", , , thing thing thing hope ! ! love work make make make christmas christmas beautiful possible merry three",0
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898036. £3.00 Sub. 16 .",". . . , ur 's yes ! ! ! ! text £ £ offer offer 150 claim today t 16 mobile discount voucher worth cs member sub 85023 savamob 3.00",1
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING",".. .. .. : feel feel leave "" "" someone someone light beautiful heart goodmorning truth read heavy against gravity carefully",0
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?","? . . 2 u , lor lor wan go eat eat today mah early c yar",0
"I want to go to perumbavoor","go",0
"Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA","? 1 2 2 up u u get call / £ phone meet luv want to set chat xx cum calls",1
"Are you ok. What happen to behave like this",". ok like happen",0
"We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150",". reply ! new new - 18 register start date date people lot area area local",1
"Friendly reminder don't forget to confirm your SAM update from the other day!�http://rghst.us/Htcdlas Reply STOP to opt out","reply � forget stop ! confirm day opt update reminder sam",1
"Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688",". u u ! invite txt final 86688 contact dear chat 've xchat attempt",1
"K, I'll work something out",", k work something",0
"Thats cool. How was your day?","? . day thats cool",0
"U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm","2 u look ur r * think make contact secret admirer reveal u-find special-call",1
"	Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.",". . . . call £ won prize prize code 1000 congratulation draw winner august",1
"Lemme know when you're here","know let me",0
"Ü mean it's confirmed... I tot they juz say oni... Ok then...","ok ... ... ... say ü confirm tot mean juz oni",0
"I wish u were here. I feel so alone",". u feel alone wish",0
"(And my man carlos is definitely coming by mu tonight, no excuses)","come , man ( ) excuse tonight carlos definitely mu",0
"SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV","? ? . . reply sm : end end new correct red play ac ice",1
"at Customer place i will call you later","late call customer place",0
"URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm","u weekend call win £ show prize claim code pm urgent try last 150p 1000 contact draw guaranteed valid 12hrs k52",1
"Please don't text me anymore. I have nothing else to say.",". . please say text nothing else anymore",0
"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*","? . , , hope go ... ! hello * * love well find day fine miss babe wish job tease kiss boytoy",0
"Yup i thk cine is better cos no need 2 go down 2 plaza mah.",". 2 2 thk co go good cine yup mah need down",0
"K da:)how many page you want?","? da :) k many page",0
"Alright if you're sure, let me know when you're leaving",", know leave let sure alright",0
"At what time are you coming.",". come time",0
"That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week",". . . great weekend get week good ! take - meet plan road touch somewhere flight",0
"Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.","? . up home get get good ! ! time every tomorrow night day ever hi party",0
"In e msg jus now. U said thanks for gift.",". . u e msg jus gift thanks",0
"Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.",". . . . call £ won prize prize code 1000 congratulation draw winner august",1
"Well you told others you'd marry them...","... tell well others marry",0
"But really quite funny lor wat... Then u shd haf run shorter distance wat...","u quite lor ... ... wat wat haf run really funny shd",0
"Ok. She'll be ok. I guess",". . ok ok guess",0
"I've reached home n i bathe liao... U can call me now...","u home ... ... call n liao reach bathe",0
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?","? come , , , sorry get 's die place where battery gram",0
"Thanks for sending this mental ability question..",".. send question thanks",0
"LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms",". . come great forget fun sm ! / make @ never special enjoy life gbp truly",1
"HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX","? ? , say ! love hey hey xxx doin gorgeous",0
"Miss ya, need ya, want ya, love ya.",". , , , love need miss ya ya ya ya",0
"Hmm well, night night ",", well night night hmm",0
"Ok... Then r we meeting later?","? ok late ... r meeting",0
"u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 )","2 2 4 u u r speak ( ( ) ) / £ * select receive claim inc ave holiday 1000 18 live min winner cash specially operator flight",1
"Where do you need to go to get it?","? get go need",0
"Hey i've booked the 2 lessons on sun liao...","2 ... hey book liao lesson sun",0
"Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p","reply free week : receive post name address ph location completely various",1
"Sir, waiting for your letter.",". sir , wait letter",0
"Pathaya enketa maraikara pa'","' pa",0
"Probably not, still going over some stuff here",", still go stuff probably",0
"But you dint in touch with me.",". touch dint",0
"I am on the way to office","way office",0
"Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. CustCare:08718720201",". send go ! ! : win £ take day special 1000 quiz partner valentines 83600 custcare trip 08718720201 lifetime",1
"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",", , hope go ... phone bore ring though yeah drop waitin",0
"Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie","send email another he 's ! ! just open solve",0
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ","u u , , , please hope ok r text have n't let see down hi gently",0
"Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.",". . . . 4 stylish u get get go ur - hair thats bit manage doctor",0
"Oh fine, I'll be by tonight",", oh fine tonight",0
"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",". u , know ! ! ! sleep night night mean credit sweet king",0
"Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.",". . . . . . . .. online know plus plus oh gr8 honey meet day cos need start down system uncle movie slow guide moon legal",0
"Dear i am not denying your words please","please dear word",0
"Thinkin about someone is all good. No drugs for that",". good someone thinkin drug",0
"That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.",". . . . . please good 's day thank complete beautiful god that drug lot water",0
"But i'm surprised she still can guess right lor...","still lor ... right guess surprise",0
"Update Message to User,Log on to Verity your login and choose your Existing Questions and Answers correctly Click http://tdbankmobile.cleanbeautytalk.c om/tdmobile Internet support team.",". , log message / team click update internet support login choose user",1
"Umma my life and vava umma love you lot dear","love life dear lot umma umma",0
"Sorry, I'll call later..busy in meeting",".. , sorry late call meeting busy",0
"Yup ok thanx...","ok ... yup thanx",0
"Ooooooh I forgot to tell u I can get on yoville on my phone","u forget get tell phone",0
"Thought praps you meant another one. Goodo! I'll look tomorrow",". another look ! think tomorrow mean",0
"The affidavit says  &lt;#&gt;  E Twiggs St, division g, courtroom  &lt;#&gt; , &lt;TIME&gt;  AM. I'll double check and text you again tomorrow",". , , , e text time & & & & & & ; ; ; ; ; ; tomorrow lt lt lt # # gt gt gt check again g st double",0
"Sent me de webadres for geting salary slip","send get de salary",0
"WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.",". . . ! ! ! call £ value customer prize select claim claim code hour network valid winner 900 reward 12",1
"What do u reckon as need 2 arrange transport if u can't do it, thanks","2 u u , need thanks arrange",0
"Will do, you gonna be at blake's all night? I might be able to get out of here a little early","? , get go 's may night early able to little",0
"URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001809 from land line. Claim M95. Valid12hrs only",". . . ! call win £ show prize todays claim urgent try contact land line 800 u. draw guaranteed",1
"Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing",". . . great co tell tell 's may make want thanks that congrats score relax",0
"And that's fine, I got enough bud to last most of the night at least",", get 's night fine least enough last that bud",0
"You were supposed to wake ME up &gt;:(","up wake & ; gt suppose :(",0
"Ball is moving a lot.will spin in last :)so very difficult to bat:)",". :) :) last difficult move lot",0
"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",", thing anyway look remember place research 3g",0
"Ü give me some time to walk there.",". time ü walk give",0
"Hows that watch resizing","watch",0
"Alright. I'm out--have a good night!",". good ! - - night alright",0
"Anything lor... U decide...","u lor ... ... anything decide",0
"I'm not coming home 4 dinner.",". 4 come home dinner",0
"I'm home.",". home",0
"Also where's the piece","'s piece where",0
"Send me your id and password","send id password",0
"Are you unique enough? Find out from 30th August. www.areyouunique.co.uk","? . find enough unique august",1
"Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.",". . . send go ! ! / : win £ take day msg special 150p 1000 quiz partner rcvd valentines 83600 custcare trip 08718720201 lifetime",1
"WIN: We have a winner! Mr. T. Tilo won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",", ur ! ! : win win prize keep mobile soon winner visit mr. ipod excite eye",0
"Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!","5 ! ! may need run minute manage option",0
"what are your new years plans?","? year new plan",0
"	Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412",". send stop customer id service unique 87239 user removal 08708034412",1
"Ok lor but not too early. Me still having project meeting now.",". . still ok lor meeting early project",0
"URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm",". . . ! call award prize number claim urgent < > mobile 2000 landline 150ppm guaranteed 3030 valid 12hrs",1
"But am going to college pa. What to do. are else ill come there it self. Pa.",". . .. come go ill college else pa pa self",0
"Hi! You just spoke to DEEPAK. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.",". . . reply free know like speak yes ! just hi experience",0
"Pls pls find out from aunt nike.",". pls pls find aunt",0
"You are right. Meanwhile how's project twins comin up",". up right project comin meanwhile",0
"It's justbeen overa week since we broke up and already our brains are going to mush!","up already go week ! break brain",0
"Sounds like you have many talents! would you like to go on a dinner date next week?","? like like go week ! next many dinner date sound",0
"Yeah just open chat and click friend lists. Then make the list. Easy as pie",". . friend easy just make click open chat pie yeah list list",0
"Gd luck 4 ur exams :-)","4 ur exam :-) luck gd",0
"My phone is ringing�","� phone",0
"Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up","up reason tell time someone happen light want around around smoke somebody gas apparently",0
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",". 2 .. .. u , , stay even good :-) n't n't n't morning smile smile keep b happy u. u. d d wish world drop tear wit wit hav hav lik",0
"So check your errors and if you had difficulties, do correction.",". , check",0
"HI ITS KATE CAN U GIVE ME A RING ASAP XXX","u give xxx ring kate hi asap",0
"Wot about on wed nite I am 3 then but only til 9!","3 9 ! nite wot til wed",0
"Actually i'm waiting for 2 weeks when they start putting ad.",". 2 week actually put wait start ad",0
"Customer place i will call you when I wll be free","free call customer place wll",0
"Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya.",". . pls pls .. wish birthday convey nimya favour",0
"Sent me ur email id soon","send email ur id soon",0
"You got job in wipro:)you will get every thing in life in 2 or 3 years.",". 2 3 thing get get :) year every life job",0
"Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx","? back hope :) ! txt tomorrow evening u. xxx kate bit hi bloody",0
"I love to give massages. I use lots of baby oil... What is your fave position?","? . ... love give baby lot",0
"Wat uniform? In where get?","? ? get wat",0
